16542	VETEV	0		1975
16543	VANDA	1		1975
16544	KIDAL	0		1976
16545	PORAM	0		1978
16546	GLENN	0		1979
16547	ODOWD	0		1980
16548	GRETA	0		1981
16549	REPAP	0		1982
16550	CH789	1		1982
16551	LALAP	2		1982
16552	PORAM	0		1984
16553	GLENN	0		1985
16554	ODOWD	0		1986
16555	GRETA	0		1987
16556	CH789	0		1989
16557	LALAP	1		1989
16558	ABAXO	0		1991
16559	MOLGI	1		1991
16560	ABAXO	0		1992
16561	KABIN	1		1992
16562	ABAXO	0		1993
16563	VANDA	1		1993
16564	AVOCA	0		1994
16565	VETEV	0		1995
16566	KABKA	1		1995
16567	KIDAL	0		1996
16568	ABAXO	0		1998
16569	MOLGI	1		1998
16570	ABAXO	0		1999
16571	KABIN	1		1999
16572	VETEV	0		2000
16573	KABKA	1		2000
16574	AVOCA	0		2001
16575	KIDAL	0		2002
16576	GUPUT	0		2004
16577	ELDAK	0		2005
16578	IDARA	0		2006
16579	PEHRR	0		2007
16580	GUPUT	0		2010
16581	ELDAK	0		2011
16582	MAGLA	0		2012
16583	IDARA	1		2012
16584	MAGLA	0		2013
16585	PEHRR	1		2013
16586	PORAM	0		2015
16587	GLENN	0		2016
16588	ODOWD	0		2017
16589	GRETA	0		2018
16590	REPAP	0		2019
16591	CH789	1		2019
16592	LALAP	2		2019
16611	GULUT	0		2100
16612	TANEN	0		2101
16613	GOPLU	0		2102
16614	GULUT	0		2108
16615	TANEN	0		2109
16616	GOPLU	0		2110
16617	GULUT	0		2115
16618	TANEN	0		2116
16619	GOPLU	0		2117
16620	GULUT	0		2122
16621	TANEN	0		2123
16622	GOPLU	0		2124
16762	POKOM	0		2214
16763	DADUK	0		2215
16764	BOLOG	1		2215
16765	EKASO	2		2215
16766	DABKA	0		2216
16767	BOLOG	1		2216
16768	EKASO	2		2216
16769	POKOM	0		2219
16770	DADUK	0		2220
16771	BOLOG	1		2220
16772	EKASO	2		2220
16773	DABKA	0		2221
16774	BOLOG	1		2221
16775	EKASO	2		2221
16776	DADUK	0		2224
16777	DABKA	0		2225
16778	TAYLA	0		2227
16779	CHESE	1		2227
16780	ATPUL	0		2228
16781	CHESE	1		2228
16783	POKOM	0		2230
16784	DADUK	0		2232
16785	DABKA	0		2233
16786	TAYLA	0		2235
16787	CHESE	1		2235
16788	ATPUL	0		2236
16789	CHESE	1		2236
16791	POKOM	0		2238
16792	HN_VOR	0	circle	2244
16793	OLDON	0		2245
16794	GODOK	0		2246
16795	HN_VOR	0	circle	2250
16796	OLDON	0		2251
16797	GODOK	0		2252
16798	HN_VOR	0	circle	2254
16799	GODOK	0		2255
16800	DROPT	0		2256
16801	PASSE	1		2256
16802	KEVID	2		2256
16803	KARBA	0		2257
16804	PASSE	1		2257
16805	KEVID	2		2257
16920	LUNBI	0		2358
16921	PEBLU	0		2359
16922	VELMO	0		2360
16923	UPLAR	0		2362
16924	SALAG	0		2363
